name_broker,zipcode_broker,description_broker,number_reviews_broker,number_houses_for_sale_offered,number_houses_sold_last_12_months,url
Kingma Makelaars,1625 NV,"Welkom bij KINGMA MAKELAARS, hét makelaarskantoor in Hoorn, Enkhuizen, Medemblik en oostelijk Westfriesland waar uitgesproken en enthousiaste professionals, de makelaardij op een nieuwe en ándere manier benaderen. Verrassend, lekker duidelijk en afgestemd op verschillende smaken. We onderscheiden ons in de wereld van de makelaardij, zijn opvallend én leveren bovenal kwaliteit. Hoe dan? Dankzij onze jarenlange ervaring, ook over de wat complexere zaken van het vak. Dankzij het volgen van interessante en belangrijke educatie. En dankzij de passie voor ons vak. Want dát hebben we! Daarnaast nemen wij de tijd voor u, staan wij voor duidelijk communicatie en afspraak is afspraak.Succesvol worden is een uitdaging, maar succesvol blijven vergt passie en inzet. De afgelopen jaren is gebleken dat ons team - bestaande uit zeer gemotiveerde en getalenteerde collega’s - een vernieuwend en verfrissend makelaarsconcept hebben neergezet. En deze verfrissende aanpak blijven wij in, een markt vol dynamiek, voortzetten!Nieuwsgierig geworden? Belt u ons gauw!",170,38,127,https://www.funda.nl/en/makelaars/kantoor/hoorn-nh/12297-kingma-makelaars/
De Best van Staveren Makelaars,1825 RN,"Het is begonnen in 1988, Jos de Best is werkzaam in het familiebedrijf De Best Makelaardij in Heiloo, waarna hij zijn eigen kantoor De Best Makelaardij in Alkmaar startte in 1997. In 2007 is dit kantoor samengegaan met goede vriend Bart van Staveren, waarna De Best Van Staveren Makelaars een begrip in Alkmaar is geworden. Op dit moment is het kantoor vijf personeelsleden rijk. Mark Bontje, makelaar en taxateur, en is begonnen op het toenmalige kantoor van Jos. De vierde in lijn is Jochem de Koning, per toeval in het vak beland en werkt hard om in de voetsporen van de heren te treden. Tenslotte, sinds kort begonnen, binnendienst medewerker Natasja Komduur, die alle zaken nauwlettend in de gaten houdt en organiseert.Wanneer u uw huis wilt verkopen of een huis aan gaat kopen, roept dit bij een ieder veelvragen op. Niet zo gek, want er komt veel op u af. Welke mogelijkheden zijn er tegenwoordig en waar kunt u de ondersteuning goed gebruiken? Ons kantoor is een all-in kantoor. Zo kunnen wij u ondersteunen van A tot Z in de verkoop of aankoop van uw woning. Het is bij ons mogelijk een adviesgesprek in te plannen, dit is geheel vrijblijvend en kosteloos. In dit gesprek komt er naar voren wat uw woning waard is, wat de beste verkoopstrategie is en uiteraard een gepaste vraagprijs. Als u een woning wilt aankopen, kunt u tijdens dit gesprek al uw wensen en eisen op tafel leggen en zullen wij uw zoektocht starten, u begeleiden en altijd eerlijk adviseren. Zo zorgen wij ervoor dat u zorgeloos de dag door komt!Om uw woning tijdens de verkoop zo goed mogelijk onder de aandacht te brengen, wordt er gebruik gemaakt van moderne technieken. Zo wordt de omgeving van uw woning gefilmd met een drone. Hierdoor wordt er direct een goed beeld van de wijk en omgeving geschetst. Ook wordt de woning van binnen gefotografeerd en gefilmd. Onder begeleiding van muziek wordt de woning gepresenteerd op onze website, Funda.nl en via een advertentie gedeeld op Facebook.Ons kantoor is gevestigd in het gezellige en drukbezochte; winkelcentrum ‘De Mare’ in Alkmaar. Veel winkelend publiek uit de regio bekijkt de winkel etalage regelmatig of loopt binnen voor advies.Er heerst een gemoedelijke, open sfeer op kantoor en dit draagt bij aan onze persoonlijke benadering.In de tijd van nu begrijpen wij goed dat uw tijd kostbaar is, en u deze het liefste zou willen doorbrengen met familie en geliefden. Daarom werken wij met een online en overzichtelijk dossier, hierin kunt u te allen tijde zien wat de status is van uw woning. Tevens kunt u ons kantoor naast de reguliere manier ook per WhatsApp bereiken en zal veel communicatie via dit kanaal gaan.NVM makelaarskantoor | RTM register makelaar en taxateur | bestaande bouw | woning verkoop | woning verhuur | aankoop woning | waardebepalingen | gratis waardebepaling | hypotheekadvies |Volgt u ons ook via:Facebook: De Best Van StaverenYoutube: De Beste Van Staveren",442,22,152,https://www.funda.nl/en/makelaars/kantoor/alkmaar/12156-de-best-van-staveren-makelaars/
Vierhout van Wonderen Makelaars Taxateurs,3972 LH,"Op zoek naar een woning?  Het vinden van een woning is een kwestie van gevoel, net zoals het vinden van de makelaar die bij je past. Voor Ilonka Vierhout en Karin Oskam is het makelaarsvak hun passie van huis uit en dat draagt natuurlijk bij aan de betrokkenheid en vanzelfsprekende 'drive' het beste resultaat te bereiken, altijd met het belang van de klant voorop!Niet voor niets mag Vierhout van Wonderen met recht zeggen: Vierhout van Wonderen staat voor vakkennis, betrouwbaarheid, service en vooral het toepassen van een zeer reële werkwijze.  De markt nauwlettend volgen, vraag en aanbod zorgvuldig tegen elkaar afwegen, vakmatig en realistisch aangeven hoe men het beste te werk kan gaan, waarbij de betrokkenheid, flexibiliteit en persoonlijke aandacht bij alle Vierhout van Wonderen-medewerkers een belangrijke plek inneemt.De sleutel die kan leiden tot een succesvolle koop van een nieuwe woning is gebaseerd op:Lezen wat cliënten zeggen? Bekijk de reviews op Funda!Droomhuis gevonden?  Vraag dan een offerte aan voor de taxatie ten behoeve van de financiering.  De NWWI-taxatierapporten worden door erkende geldverstrekkers geaccepteerd.",420,21,155,https://www.funda.nl/en/makelaars/kantoor/driebergen-rijsenburg/17287-vierhout-van-wonderen-makelaars-taxateurs/
Teer Makelaars Heemskerk B.V.,1961 NV,"Het team van kantoor Heemskerk heeft service in een hoog vaandel staan. Robbert, Mylou, Marielle, Inge en Paulien  zijn een ijzersterk team. Ze hebben inmiddels jarenlange ervaring, scholing en kunde in de makelaardij opgedaan. Ze staan al jaren hun  in Heemskerk door hun vlotte aanpak en de wil om u volledig te ontzorgen. Ze helpen ook u graag verder op de woningmarkt.    Neem gerust vrijblijvend contact op voor een kennismaking en verdere informatie. Of loop binnen voor een kop koffie op ons kantoor aan de Burgemeester Nielenplein 6 B in Heemskerk. Teer Makelaars heeft vestigingen in  en is zeer actief in verkoop, aankoop, verhuur, hypotheken, taxaties, nieuwbouw (advies en ontwikkeling) en bedrijfsonroerendgoed.Voor meer informatie kijk op: ",144,20,134,https://www.funda.nl/en/makelaars/kantoor/heemskerk/12201-teer-makelaars-heemskerk-bv/
Aelmans Rentmeesters & Makelaars B.V.,6367 TV,"Met een breed team van vastgoedspecialisten en adviseurs waar deskundigheid, transparantie en betrouwbaarheid centraal staan zetten wij graag een stap extra om je belangen te behartigen. Ons vastgoedteam bestaat uit beëdigde NVM-makelaars, NVR-Rentmeester, taxateurs, juridisch specialisten en onteigeningsdeskundigen. Continue bijscholing en certificeringen zorgen voor de nodige kwaliteit en innovatie. Op die manier kunnen wij je voorzien van een integrale dienstverlening.Netwerken, onderhandelen en taxeren bij verkoop, verhuur, aankoop en aanhuur behoort voor ons tot de tweede natuur. Als onderdeel van de Aelmans Adviesgroep kunnen wij daarnaast intern een beroep doen op deskundige collega’s op het gebied van onder andere milieu en ruimtelijke ordening waarbij alle kwaliteiten worden ingezet om voor jou tot het beste resultaat te komen. Onze taxateurs zijn allen aangesloten bij het NWWI (het Nederlands woning waarde instituut), hetgeen betekent dat zij aan alle eisen voldoen om een taxatie uit te voeren volgens de door de banken gestelde normen.",206,43,135,https://www.funda.nl/en/makelaars/kantoor/voerendaal/21131-aelmans-rentmeesters-en-makelaars-bv/
Ruseler Makelaars Pijnacker,2641 DX,"Pijnacker, Delfgauw, Oude Leede en Delft. Het werkgebied van Ruseler Makelaars Pijnacker. Steeds meer mensen kiezen voor deze omgeving als het gaat om wonen. Wonen in een plezierige sfeer, een ideale ligging centraal in de Randstad. Wonen in ruimte, rust en natuur en tegelijkertijd in een nieuw stedelijk gebied waar alle voorzieningen binnen handbereik zijn. In deze omgeving zijn wij actief op het gebied van verkoop, aankoop en taxaties. Actief zoals u van een full-service makelaar mag verwachten: ruime aandacht voor bezichtigingen en adviesgesprekken, gebruikmakend van de moderne communicatiemiddelen en persoonlijk contact.Ruseler Makelaars Pijnacker is gevestigd in het winkelcentrum Ackershof (langs de Oostlaan). Tevens vindt u hier een vestiging van Haaglanden Hypotheek, een onafhankelijke hypotheekadviseurs. U bent uiteraard van harte welkom in ons gezellige kantoor. Loop eens binnen voor een vrijblijvend gesprek.",28,41,144,https://www.funda.nl/en/makelaars/kantoor/pijnacker/8536-ruseler-makelaars-pijnacker/
"BURGERSDIJK MAKELAARS ""Buitengewoon""",3722 AD," heeft 4 kantoren, die zijn gevestigd in Bilthoven, Den Dolder, Zeist en Utrecht (Muus & IJzerman) Wij zijn al ruim 60 jaar actief in de woningmarkt en bedrijfsmakelaardij en hebben een uitstekende en betrouwbare kennis en visie opgebouwd.Door een combinatie van prestatie en veel aandacht te besteden aan het optimaal en profesioneel presenteren van ons aanbod en een uitstekend bezochte Internetsite hebben wij een groot netwerk in onze regio. Daarnaast gaan wij voor honderd procent voor het belang van onze opdrachtgevers. Dat is wat telt voor onze opdrachtgevers!De sleutelwoorden voor Burgersdijk makelaars zijn vertrouwen, creatief en actief! Kortom           .Burgersdijk makelaars heeft 10 makelaars-taxateurs in de buitendienst die worden ondersteund worden door een persoonlijke en actieve binnendienst. Onze makelaars houden zich dagelijks bezig met het adviseren en persoonlijk adviseren en begeleiden van onze opdrachtgevers. Het kopen of verkopen van een huis is vaak de grootste uitgave van uw leven.Daarnaast houden wij ons bezig met de aan- en verkoop en verhuur van woningen en het uitvoeren van taxaties voor verschillende opdrachtgevers zoals banken, woningbouwverenigingen, gemeentes, particulieren en bedrijven.Wij hebben vier vestigingen in de regio en zijn 6 dagen per week geopend! U bent dagelijks welkom op ons kantoor aan het Emmaplein 6 te Bilthoven, Slotlaan 66 te Zeist, ons kantoor aan de Paduaweg 1a te Den Dolder of ons kantoor in Utrecht aan de Maliebaan 48 (Muus & IJzerman)Onze openingstijden zijn van maandag tot en met vrijdag van 09.00 uur tot 17.30 uur en zaterdag van 11.00 tot 13.00 uur (kantoor Bilthoven).Uiteraard is het mogelijk om buiten onze openingstijden een afspraak te maken met één van onze makelaars.",116,36,131,https://www.funda.nl/en/makelaars/kantoor/bilthoven/17125-burgersdijk-makelaars-buitengewoon/
Naober Makelaars,7741 HX,"Wanneer u uw woning wilt verkopen of een woning wilt kopen en u zoekt daarvoor hulp van een makelaar, dan wilt u toch het beste resutaat?Bij Naober makelaars denken wij daar exact zo over. Dat klinkt vanzelfsprekend, maar omdat de woningmarkt is veranderd, zijn er tegenwoordig geen vanzelfsprekendheden meer. Het komt juist nu aan op de juiste aanpak wilt u het gewenste resultaat bereiken. Bij Naober Makelaars hebben wij daar een heldere visie op.Er is altijd een oplossing om uw doel te bereiken. Samen met u zoeken wij naar die oplossing. Met een scherp oog voor de kansen.",180,41,119,https://www.funda.nl/en/makelaars/kantoor/coevorden/4212-naober-makelaars/
Kuijs Reinder Kakes makelaar Krommenie,1561 KK,"Kuijs Reinder Kakes Makelaars & Adviseurs is een Noord-Hollands makelaarskantoor dat zich onderscheidt door een uitstekende kennis van zaken sinds 1922.Wij geloven in een gedegen en systematische aanpak van ieder vastgoedproject, of het nu gaat om de verkoop of de aankoop (of huur of verhuur) van uw woning of een enorm nieuwbouwproject.Kuijs Reinder Kakes heeft 5 vestigingen en zijn daardoor uw lokale en regionale vastgoedpartner. De nauwe samenwerking tussen onze vestigingen in Noord-Holland biedt een direct voordeel: een breed netwerk aan contacten en kopers voor uw pand. Door ons sterke netwerk zijn wij als geen ander op de hoogte wat er in uw regio speelt en wij kennen onze klanten en hun individuele behoeften.  Wij zijn een team van gepassioneerde mensen en ervaren makelaar taxateurs, commerciële binnendienstmedewerkers en hypotheek- en verzekering adviseurs.Dat komt terug in onze kernwaarden:Wij zijn u graag van dienst met:Neem contact op met ons op!  Kuijs Reinder Kakes – http://www.krk.nl",170,15,146,https://www.funda.nl/en/makelaars/kantoor/krommenie/24081-kuijs-reinder-kakes-makelaar-krommenie/
Teer Makelaars Beverwijk B.V.,1941 EG,"Teer Makelaars heeft vestigingen in  en is zeer actief in verkoop, aankoop, verhuur, hypotheken, taxaties, nieuwbouw (advies en ontwikkeling) en bedrijfsontroerendgoed.Het team, bestaande uit Rob, Sandra, Eline, Tamara, Joris, Sophie en Sylvana, is gedreven, betrokken, eerlijk, ambitieus en erg enthousiast. Vanuit Beverwijk staan wij voor u klaar om u te helpen in aankoop, verkoop, nieuwbouw (advies en ontwikkeling), taxatie van woningen en bedrijfsonroerend goed. Persoonlijke aandacht en ontzorging is van groot belang in deze processen. Elke klant is anders en daarom leveren wij passend maatwerk, de puzzel moet passen, bij elk huis en elke klant opnieuw. Van appartement tot woonhuis van herenhuis tot landhuis.U bent van harte welkom op ons kantoor aan de Breestraat voor een vrijblijvend gesprek en een kop koffie. ",78,48,112,https://www.funda.nl/en/makelaars/kantoor/beverwijk/12362-teer-makelaars-beverwijk-bv/
Brandsma | De Jong makelaars & taxateurs,9934 CE,"Al ruim 70 jaar is Brandsma De Jong een begrip in noord-oost Groningen. Een naam die staat voor advies op maat. Brandsma De Jong biedt een brede service en begeleiding van het te koop aanbieden van uw woning tot en met het bezoek aan de notaris en zelfs daarna. We proberen de beste kwaliteit te leveren.  Brandsma De Jong Makelaardij is gespecialiseerd in de aankoop en verkoop van woningen. Daarnaast hebben de makelaars van Brandsma de Jong Makelaardij, als beëdigd taxateur onroerendgoed, brede praktijkervaring en voortreffelijke informatiebronnen, zoals het NVM-uitwisselingssysteem, voor een goede en zo objectief mogelijke taxatie.",33,35,146,https://www.funda.nl/en/makelaars/kantoor/delfzijl/9194-brandsma-de-jong-makelaars-en-taxateurs/
Spitman Makelaars | Qualis,6814 BA,"Spitman Makelaars in Arnhem en Oosterbeek heeft een riante positie veroverd in Arnhem en wijde omgeving. De kleurrijke bordjes ""te koop"" en ""verkocht"" bepalen voor een belangrijk deel het straatbeeld in de bosrijke omgeving rond de Gelderse hoofdstad. Spitman Makelaars is voor steeds meer mensen -of zij nu op zoek zijn naar een nieuwe woning of hun huis willen verkopen– de aangewezen partner om de bemiddeling in handen te geven. Ook voor het plaatsen van een zoekopdracht is het kantoor in het hartje van de Arnhemse binnenstad de ideale relatie.Het succes van het makelaarskantoor is een verdienste van het voltallige personeel bij Spitman Makelaars. Directeur Ben Spitman heeft jarenlange ervaring als makelaar en kent de huizenmarkt in Arnhem en omgeving. Ook zijn kantoorcollega's zijn goed ingevoerd in de regionale woningmarkt.De servicegerichte benadering in combinatie met een vriendelijke begeleiding staan hoog in het vaandel bij het kantoor. Het werkgebied van Spitman Makelaars omvat groot Arnhem: van Velp, Westervoort, Duiven, Zevenaar en Didam tot Oosterbeek, Doorwerth, Heelsum, Renkum, Wolfheze, Huissen, Elst, Bemmel en Rozendaal.In het exclusieve segment van de markt zijn wij aangesloten bij Qualis. Qualis is marktleider als het gaat om onroerend goed in het midden en hoog segment in Nederland.",73,26,187,https://www.funda.nl/en/makelaars/kantoor/arnhem/2208-spitman-makelaars-qualis/
