SalesAgent,Reviews
3D Makelaars B.V.,"Goed contact, snelle reacties bij vragen. We werden goed op de hoogte gehouden bij interesse en na bezichtigingen. We werden volledig ontzorgd, niets meer dan lof!Voor ons is 3D Makelaars een zeer goede makelaar. Vanaf het eerste gesprek met Joris hadden wij beide een goed gevoel. Wij hebben het contact met eerst Joris en later Arjan als zeer prettig ervaren. Ook het contact via de telefoon en via de mail met Mylene en Renate was altijd zeer vriendelijk. Voorlopig hoop ik het niet maar als we in de toekomst ons huis opnieuw willen verkopen zal ik zonder twijfel weer bij 3D Makelaars aankloppen.Van een fijne kennismaking met de makelaar tot een duidelijke en snelle reacties van van de medewerkers op kantoor. Alles bij elkaar een zorgt dit voor een goede ervaring met 3D makelaars.We zijn ontzettend goed begeleid met zowel verkoop van ons huis .maar ook met begeleiden van de vele geintersseerde kijkers ..Ging redelijk goed, veel via de app informatie, is vaak beter om even te bellen. Maar verder ging het wel goed. "
11 Makelaars BV,"De begeleiding was heel goed, we konden steeds als eerste kijken bij woningen en bij de verkoop op advies 2 kijkdagen gedaan wat uiteindelijk toch goed uitpakte ondanks mijn angst van de impact van corona. Heel goed contact, altijd bereikbaar ook per whatsapp. ik bendoor Makelaar 11 heel goed voorgelichtgoede communicatie.bij de af wikkeling heeft de Makelaar 11zijnafspraken goed na gekomen. Ik werd steedsvolledig op de hoogte gehoudenmet de ontwikkelingenvan het huis. Heb goede ervaring met deze Makelaar.Uiteraard veel lokale kennis van de woningmarkt, maar ook goed op de hoogte van de gemeentelijke bouwverordeningen. Deze makelaar heeft veel kennis bij ons in de buurt. Ze hebben een lange adem in belang van de klant. Prettig contact en duidelijk over mogelijkheden. Korte verslagen van bezichtigingen waren nuttig om de belangstelling voor ons huis in te schatten. Vlotte afronding bij de notaris. "
123 makelaar o.z.,"Super contact. Huybert is een toppertje!!123 Makelaars is een degelijk en ervaren bedrijf met goede kennis van de Amsterdamse woningmarkt, voor zover ik het kan beoordelen.Mijn huis via Huybert van 123 makelaar verkocht. Communicatie verliep super, met vragen kon ik direct terrecht via mail, telefoon of whatsapp. De samenwerking verliep professioneel en was laagdrempelig alles werd door Huybert op een begrijpelijke manier uitgelegd. Ik zou Huybert van 123 makelaar zeker aanraden. Prima contact, verkoop in record tempo vakkundig en uitermate vriendelijk verzorgd. Aardige mensen. Persoonlijke aandacht is waardevol en dat kregen wij bij deze makelaar (Huybert).Het verloop verliep zeer goed en snelDus wij kunnen deze makelaar zeker aanbevelen.Het meedenken over hoe het minimumbedrag kon worden gehaald was zeer waardevol. Antwoord op vragen was vlot. Gewoon erg tevreden."
& Bijleveld makelaardij b.v.,"Uitstekende begeleiding van de makelaar van begin tot eind met een zeer goed resultaat! Ik kan Angelique Bijleveld en haar hele team van harte aanbevelen!Alice van &Bijleveld Makelaardij heeft met haar marktkennis mijn woningop de juiste wijze in de markt gezet en door het goede service en begeleiding is het verkoopproces soepel en fijn verlopen. Met als resultaat een gelukkige verkoper.Zeker een aanrader dit makelaarskantoor.Alice heeft ons super goed bijgestaan bij de verkoop van ons huis! De communicatie was altijd prettig en wij werden efficiënt op de hoogte gehouden van alle ontwikkelingen tijdens het gehele verkoop proces. Het resultaat heeft daarnaast onze verwachtingen meer dan overtroffen. Ik zou dit kantoor iedereen aanraden. &Bijleveld heeft drie van onze huizen verkocht, een betere aanbeveling dan dat is er denk ik niet. Goed netwerk, zakelijk, reageert snel en geeft duidelijk advies. Alles wat je nodig hebt om succesvol je huis te verkopen. Een fantastische makelaar, die uitstekend inspeelt op wat een verkoopproces kan vragen en ons zeer deskundig heeft geadviseerd over de juiste waarde van onze woning. "
A New Home Makelaardij,"Vanaf het begin een prettig contact met de makelaar zelf, maar ook met de medewerksters op kantoor. Alles werd duidelijk gecommuniceerd en mocht er toch nog een vraag zijn, kon er altijd even gebeld of gemaild worden. Er werd altijd snel gereageerd. Ze denken goed met je mee. Dank u wel voor deze mooie beoordeling en de zeer prettige samenwerking !Representatieve, vriendelijke makelaar met kennis en duidelijke gang van zaken.De aangewezen styliste/ fotografe door de makelaar heeft de woning netjes in beeld gebracht. Geachte heer Bertrand,Wij danken u voor de mooie recensie en de prettige samenwerking.Met vriendelijke groet,A new home makelaardijHet contactmet de makelaar was zeer prettig. Mevrouw was zeer voortvarend,hartelijken ging erg professioneel te werk. Ook het personeel op kantoor was erg vriendelijk en zeer behulpzaam. Dankjewel voor deze mooie beoordeling en de zeer prettige samenwerking !Ik heb een goed en prettig contact met de medewerkers van de makelaar en ben zeer tevreden met hulp die ik nodig had.Dankjewel mijnheer Giesen voor deze mooie beoordeling en de prettige samenwerking. Lieve groet, Team van A New Home MakelaardijEen super service en begeleiding van de makelaar en haar medewerkers voor, tijdens en na de verkoop.Dankjewel voor deze mooie beoordeling. Hele fijne jaarwisseling en bedankt voor het vertrouwen in ons kantoor ! Veel geluk in de nieuwe woning."
3B Makelaardij b.v.,"Contact verliep vlekkeloos. Service was goed. Ik werd goed op de hoogte gehouden van ontwikkelingen en goed begeleid in belangrijke keuzes. Makelaar was goed bereikbaar.Voor ons een zeer prettige makelaar . Eerlijk , duidelijk, recht door zee , geen poes pas ... wij houden daar van . Prima geholpen!!Prettige communicatie, duidelijke afspraken, meedenkend. Een makelaar die bereid is een stap extra te zetten, wat voor een heel mooi eindresultaat heeft gezorgd. Duidelijke afspraken en planning, goede waarde bepaling en vraagprijs, uitstekende begeleiding, goede communicatie tijdens hele traject, alles op tijd, fijne samenwerking.3B makelaardij, dhr. Panbakker, heeft uitstekende service geleverd.Het contact verliep ook prima.Al met al ben ik zeer tevreden!"
2Veld Makelaars,"Fijn contact met makelaar. Is makkelijk te bereiken en geeft na een bezichtiging goed weer hoe het verlopen is. Makelaar werkt samen met ons financieel adviseur. De communicatie tussen die 2 verloopt slecht waardoor soms onduidelijkheid ontstond. Zeer vlotte verkoop van ons huis in 3 weken. Oscar Rietveld is een zeer ervaren makelaar met veel kennis van de markt in Almere.Heldere en duidelijke afspraken die stipt worden nagekomen, we hebben met plezier met 2Veld makelaars samengewerkt.Prima! Fijn dat voorlopig verkoop contract al bij notaris getekend werd. Zodat je de juiste informatie kreeg. Dezelfde makelaar die aan mij het huis verkocht heeft, mocht hem nu verkopen.Vriendelijke, deskundige en altijd bereikbare makelaar.Geeft regelmatig gevraagd en ongevraagd updates over de bezichtigingen, en bij spannende momenten zoals onderhandelingen geeft hij alle mogelijkheden. Courtage wat werd genoemd bleek exclusief BTW te zijn, en dat is altijd een discussiepunt.Als je een woning van een particulier verkoopt is het wel zo volledig de courtage inclusief BTW te noemen.Ik kan het immers nergens aftrekken. Na dit genoemd te hebben gaf de Makelaar aan dit in de toekomst mee te nemen.Hoe dan ook, achteraf gezien een uitstekende makelaar!"
2M makelaars,"Alles wordt vakkundig geregeld.! Het enigewat we zelf moesten doen was het telefoontje naar de makelaar dat we ons huis wilden verkopen, de rest is allemaal prima en in goed overleg door hun geregeld.Top!Goedemiddag,Prachtige woorden! Hartelijk dank voor deze mooie beoordeling.Met vriendelijke groet,Team 2M MakelaarsUitstekend geholpen. Zeer snelle actie geweest. Arjen is dan ook altijd bereikbaar en belt altijd terug. Dikke 10. Zeer tevreden en van harte aan te bevelen!Goedemorgen,Dank voor deze prachtige review! Fijn dat jullie het zo ervaren hebben.Met vriendelijke groet,Team 2M MakelaarsDit was de tweede keer dat Tiemen Witvliet een woning van ons verkocht en weer succesvol.De intake en afspraken vooraf waren duidelijk en de foto’s fantastisch.De tekst voor Funda werd vakkundig opgesteld, bevatte alle pluspunten, maar zonder te overdrijven. Vanaf de plaatsing op Funda was er voortdurend zeer goed contact en was er goede communicatie over het gehele verkoopproces.Goedemiddag!Heel hartelijk dank voor deze mooie review.En nogmaals dank voor de overheerlijke traktatie!Met vriendelijke groet,Team 2M MakelaarsAlles keurig geregeld en snel verkocht dit was onze 2e keer bij deze makelaar en alles prima gedaan Als klant is er goed mee te werken. Geen gedoe, gewoon okee. Afspraken waren duidelijk en je kon met al je vragen terecht."
2M Makelaars,"Het initiële gesprek was erg goed voorbereid door de makelaar m.b.t. vergelijkbare objecten in de regio. Makelaar was bijzonder geïnteresseerd in de woning. Geen omkijken naar bezichtigingen en altijd een terugkoppeling na afloop. Prettige contacten, nette brochure en mooie online video. Tevreden met het resultaat. Goedemiddag! Heel hartelijk dank voor deze mooie, uitgebreide beoordeling.Met vriendelijke groet,Team 2M MakelaarsMet kennis van zaken en zeer vriendelijk door alle medewerkers geholpen!Zij geven rust in de spannende tijd tijdens de verkoop van je huis. Goedemiddag. Heel hartelijk dank voor deze mooie beoordeling!Met vriendelijke groet,Team 2M MakelaarsRealistische opbrengst geschetst, meerdere scenario's besproken, goede informatie voorziening tussentijds. Eindfase heeft Arjen eveneens goed uit onderhandeld. Kortom: klein maar fijn!! Goedemorgen, heel hartelijk dank voor deze mooie review en het vertrouwen in 2M Makelaars!Met vriendelijke groet,Team 2M MakelaarsEerste contacten waren helder en informatief. Goede communicatie over verkoopproces en bij contacten met potentiële kopers. Duidelijk een makelaar die weet waar hij mee bezig is en zijn courtage verdient.Goedemorgen, onze excuses voor de late reactie, maar alsnog willen we u hartelijk danken voor de mooie review die u ons gegeven heeft!Met vriendelijke groet,Team 2M MakelaarsSerieuze makelaar. Arjen bewaart de rust, onderzoekt gedegen de markt, denkt mee en zet een realistische verkoopprijs neer. De presentatie in de brochure en op de Facebookpagina is wat aan de sobere kant. Dat mag iets enthousiaster. Voor de rest niets dan lof. Geachte heer De Waart,Hartelijk dank voor uw positieve reactie! Wat betreft de brochure en onze social-media kanalen: dit hopen we enthousiaster aan te pakken. Dank voor de feedback!Met vriendelijke groet,Team 2M Makelaars"
020-Makelaars,"De begeleiding in het verkoopproces door Frits was proactief, snel en klantgericht. Hij heeft veel adequate kennis en deelt die ook graag. Hij doet niet aan overpromising maar wil wel graag het beste resultaat behalen voor zijn klanten. Zeer tevreden: deskundige adviezen, open en eerlijk in zijn communicatie, goede telefonische bereikbaarheid, strakke planning waardoor hele korte doorlooptijd(en). Ik zou Frits zeker aanbevelen als verkoopmakelaar!Zowel Frits Meerhof als Jeroen Dernison van 020-Makelaars waren ontzettend vriendelijk en behulpzaam. Zij hebben ons appartement binnen de kortste keren weten te verkopen tegen een zeer goede prijs. Ze waren goed bereikbaar (mede dankzij hun fantastische Collega op kantoor Annemiek) en dachten erg goed mee. Ze legden alles goed uit en waren duidelijk goed op de hoogte van de huizenmarkt in Amsterdam. Ook toen er aan onze kant een aantal problemen verrezen, waren ze daar niet door uit het veld geslagen, integendeel, ze zetten, zonder enige blijk van ergernis (die bij mij wel degelijk aanwezig was!), hun schouders eronder en alles was zo weer geregeld. Echt, we hadden ons geen beter team aan makelaars kunnen voorstellen. Frits was er altijd, inhoudelijk sterk, van a tot z perfecte begeleiding gehad! Niets kan ik verzinnen wat er beter zou kunnen. Ik kan Frits dan ook van harte aanbevelen!Frits heeft ons ontzettend goed geholpen. Erg vriendelijk en behulpzaam. Ook heeft hij mijn ouders erg goed geholpen. Op dit moment helpt hij ookeen goede vriend van mij."
10+ Makelaars,"top, Plus 10 makelaars is een deskundige makelaar, heeft dingen goed voorbereid, is eerlijk qua in de markt zetten van een huis of appartement,weet waar ie het over heeft, en goede deskundigheid weet wat er in de buurt speelt qua prijzen van vergelijkbare huizen en appartementen.Ik heb de communicatie als zeer prettig ervaren en alles is helder en duidelijk geweest.Ik kon telefonisch vaak direct antwoord krijgen op al mijn vragen en kreeg per email ook altijd binnen een uur antwoord. De makelaar zelf is een vakkundige en vriendelijk persoon en prettig om mee samen te werken. Ook de betreffende collega's zijn zeer behulpzaam geweest. Ik kan niets anders zeggen dan dat mijn keuze voor 10+Makelaars tot succes heeft geleid. Wij zijn positief.2de keer dat Marck een huis van ons verkoopt.Hij is open en eerlijk en weet de zaken helder over te brengen. Voorstel was ook duidelijk zonder onverwachte of extra kosten. Goedemiddag,Bedankt voor uw beoordeling!Fijn dat wij u in alle tevredenheid hebben geholpen.M.v.g.Moeizaam. Niet echt servicegericht wat je toch wel mag verwachten in deze tijd. Geachte mevrouw Eikemans,Bedankt voor uw reactie, wat jammer en vervelend dat u onze samenwerking zo heeft ervaren. Wij hebben toch zo goed mogelijk de woning onder de aandacht gebracht en het proces begeleid. Helaas was de woning in de huidige markt niet makkelijk te verkopen, wat in onze ogen meer ligt aan de niet-alledaagse indeling dan aan onze begeleiding. M.v.g.10+ makelaars heeft goede kennis over de markt. Afwikkeling van de verkoop is prima verlopen. Door bezettingsproblemen bij 10+ was het af en toe lastig om telefonisch de juiste informatie te krijgen."
3D Makelaars B.V.,"Contact met de makelaar verliep vlot. Er kan heel veel online, per whatsapp en/of per e-mail geregeld worden, dat vind ik persoonlijk wel zo makkelijk. Maar persoonlijk contact kan ook gewoon.De foto's waren echt super! De vraagprijs was achteraf gezien misschien wat laag ingeschat, maar de markt is op dit moment helemaal doorgedraaid, dat was gewoon niet te voorzien denk ik.Ik ben goed ingelicht over de mogelijkheden. Fijn contact met medewerkers.In het begin even kleine mis communicatie doordat er wisseling was van contact persoon, maar dat was snel verholpen.Prettig om mee te werken. Het team van 3D-makelaars weet wat ze doen en ontnemen je alle zorgen. Een aanrader!Vanaf de eerste vrijblijvende afspraak omdat ik wilde nagaan wat het zou betekenen om mijn huis te verkopen tot aan vandaag een prima contact. Makelaars met kennis van de omgeving, prettig om mee te werken. Het uiteindelijke bod was exact dat wat Joris had voorspeld als mogelijkheid. Top makelaars binnen 1 week was ons huis verkocht als je wat moest weten wordt het gelijk geregeld en de service is ook goed "
